imageCategory,imageUrl,publishedDate,quote,vol
walk&lm833 作品,http://image.wufazhuce.com/Fnlz7ygGrLGB5dQd-MUWwLTvPuBS,8 Sep 2016,有时候，耳朵比眼睛还重要，很多东西用耳朵听比用眼睛看好，一个人可以假装开心，但声音就装不了，仔细一听就知道了。 from 《春光乍泄》,1433
天台日记&一笠 作品,http://image.wufazhuce.com/FvbA-RS6FGHHwQ4hFmsx4Kt11ppJ,6 Sep 2016,因喜悦而昭告天下，或因伤心而全盘托出。到底哪一种更加天真稚气，谁又说得清。在爱里的女人，懂沉默才最难。 by 吕彦妮,1431
人生专柜&陈渠 作品,http://image.wufazhuce.com/FhDMKGuszz_MmvjtDvuKj1r9simO,5 Sep 2016,我们很少信任比我们好的人，这可太真实了。我们宁肯避免与他们往来。相反，最为经常的是我们对和我们相似，和我们有着共同弱点的人吐露心迹。因此，我们并不希望改掉我们的弱点，也不希望变得更好，只是希望在我们的道路上受到怜悯和鼓励。 by 加缪,1430
距离&猫豆 作品,http://image.wufazhuce.com/FkpRMcRZGBvp4disJNQz-zngTfnb,11 Sep 2016,正值青春年华的我们，总会一次次不知觉望向远方，对远方的道路充满憧憬，尽管忽隐忽现，充满迷茫。有时候身边就像被浓雾紧紧包围，那种迷茫和无助只有自己能懂。尽管有点孤独，尽管带着迷茫和无奈，但我依然勇敢地面对，因为，这就是我的青春，不是别人的，只属于我。by 佚名,1436
童画&杜兮Shrek 作品,http://image.wufazhuce.com/FuRYrw2g5nor65Qle2WIPybdA2aN,4 Sep 2016,爱不是市场上的交易，不是小贩的磅秤可称量的。如同精神的快乐，爱的快乐是感受到爱本身的生命流动。爱的目的就是爱，不多也不少。 from 《自深深处》,1429
我们许诺夜晚是宁静的&牟林童 作品,http://image.wufazhuce.com/FtnsUIcrBi3YDMhi76VsrtFAtly8,10 Sep 2016,说到底，你得用别人来衡量你自己，除此以外别无他法。 by 伊恩·麦克尤恩,1435
你所看到的未必真实&于雷 作品,http://image.wufazhuce.com/FmBxzN7EV5jjD3Ceyr4omJHb5Xd_,12 Sep 2016,幸福是做你来到这个世界上注定要做的事，幸福是你所从事的事业和你这个人的本性是一致的。 by 乔纳森·弗兰岑,1437
你，我，它&贺进一 作品,http://image.wufazhuce.com/Fu2KgPLP7-xM7T6B_JQPrzkEOsLl,13 Sep 2016,当时你并不清楚那是什么，觉得只是风声，后来你才明白过来，啊，这么说来，那就是最初的邂逅啊。邂逅不会在当下就被你察觉，而是等之后回想起来时才能明白。from 《一首小夜曲》,1438
无题&顾均 作品,http://image.wufazhuce.com/FqsTViF0xAXT4w60WdQSSO3qknj1,16 Sep 2016,应该承认一切。肯定这个无尽地屠戮无辜孩子的世界的一切。这世上其实既没有善也没有恶，有的只是一百五十亿年流淌不息的原子的大河。只有凝视这条大河的时候，人才能得到欢愉和安息，才能说得出“一切很好”这句话。 from《夏日启示录》,1441
解放路的新丰小吃&逆行阿星 作品,http://image.wufazhuce.com/FoaccHOzqT24vAaNMSreJpRBJL_V,17 Sep 2016,我们需要谈论现在与未来，也应该深入谈论过去，但有个严格的条件：我们始终提醒自己我们不属于过去，而是属于未来。by 阿摩司·奥兹,1442
阿里月升&南卡 作品,http://image.wufazhuce.com/FlvYdietEKH0XJtgLZtuFTlMZaBY,14 Sep 2016,伤心事不必多，但每个人都至少要拥有一枚，让你在时光摧残演练金刚不坏之余的夜里，明白自己内心的温柔，在擦拭武器的同时对自己说，原来我还没有麻木啊。by 姬霄,1439
灯塔&排骨chop 作品,http://image.wufazhuce.com/FvnJr2tZRVZVDQL8j5SSZVAcvhUV,15 Sep 2016,很多时候，善良的建议反而会让人变得平庸，人生总需要一些一意孤行。 by 宋小君,1440
瞬间，定格世界的角度&杨冬珩 作品,http://image.wufazhuce.com/Fgqf4DpAwIRZei99UUBWrJqsim6o,18 Sep 2016,一代代人成长，一代代人老去。时光卷走他人的故事，我们只剩下自己。 by 野夫,1443
梦：沙漠与湖泊&老老老鱼 作品,http://image.wufazhuce.com/Fqc8XSclaPzob33RYxzck2UWDT7j,21 Sep 2016,有成就感的人会把世界看成一个友好的世界，并乐于看到它照原样保持下去，但失意者却会乐于看到世界急遽改变。 by 埃里克·霍弗,1446
阳光照进回忆&@黑桃花椒 作品,http://image.wufazhuce.com/FlfuxmKEt4_8ZSiPe4vglgjP9WGH,19 Sep 2016,梦，真是人活着最奇怪的东西，那么私密亲切到仿佛跟自己都不好透露，可又遥远恍惚得好像跟你没相干，是个陌生人的造访。by 唐诺,1444
失眠特曼船&刘晨阳 作品,http://image.wufazhuce.com/FtVjJruXQqXd5MuX7Ywkfh6DuYjv,20 Sep 2016,理解自身的阴暗，是对付他人阴暗一面的最好方法。 by 荣格,1445
三姐妹&lylean lee 作品,http://image.wufazhuce.com/FuwQfYutB0XmkuZh7PcqI5nPfhnE,23 Sep 2016,如果你拒绝接受我的信，我也照写不误，以便你知道至少有信一直在家等着你。 by 王尔德,1448
棉花地旁的女人们&小夫 作品,http://image.wufazhuce.com/FuYXbVbqtJBl68o6cfb-b9XapYnT,22 Sep 2016,不要失望，甚至对你并不感到失望这一点也不要失望，恰恰在似乎一切都完了的时候，新的力量来临，给你以支柱，而这正表明你是活着的。 from《城堡》,1447
摩纳哥皇宫外&张维托 作品,http://image.wufazhuce.com/FqaRcSYDy8MCkaKuVEKLDJNr9zQ6,30 Sep 2016,不管活到什么岁数，总有太多思索、烦恼与迷惘，一个人如果失去这些，安于现状，才是真正意义上的青春的完结。 by 渡边淳一,1455
Happy Window&Christian Lechtenfeld 作品,http://image.wufazhuce.com/FgJJ3BqijtcKwrE_21zUGqGLy1qB,1 Oct 2016,时光的绝情之处是，它让你熬到真相，却不给你任何补偿。 from 《当我放过自己的时候》,1456
德平庵&豆腐君 作品,http://image.wufazhuce.com/Fi5UiyYdwTJM-XRAuEy9e_3ScdBk,29 Sep 2016,我们都有过那样的岁月，爱的时候不顾一切，被爱的时候浑然不觉。 by 路明,1454
大雨后的格陵兰岛&龚林轩 作品,http://image.wufazhuce.com/FtsWqzLKDEd934_cIMbeIluWgb0x,24 Sep 2016,凡事若讲“没道理”，其实反而有一个深深的道理在。那些可以在表面上找到原因的事物，大多让人怀疑，因为只是表象。我现在相信，真实的东西往往不需要解释。 by 吕彦妮,1449
旋律&隽 作品,http://image.wufazhuce.com/FjxExvko6dtKQatzRV41_q7Kq-m1,27 Sep 2016,人和人之所以不同，不是因为外貌，而是因为记忆。你看不见，但还是能知道在你身边的人是我，因为我有我们俩之间的记忆，全部都有。而且，这个世界上，只有我拥有这些。对你来说，这就是我独一无二的原因。 from 张寒寺《不正常人类症候群》,1452
08年杭七中的大雪&逆行阿星 作品,http://image.wufazhuce.com/FmAKCAnoppnwo0PXzbKGwKHZS923,28 Sep 2016,为了你，我把人生的高度设得那么高，以至于人间所有乐事对于我来说全是失落。 by 纪德,1453
为你弹琴&姚映华 作品,http://image.wufazhuce.com/FjIUSt7sOrCDaK2BgCNMHhH1o0i0,7 Oct 2016,当我们九十九岁的时候，想到这一生的岁月如此安然度过，可能快乐得如同一个没被抓到的贼一般嘿嘿偷笑。by 三毛,1462
红瓦&狐狸狐狸鱼 作品,http://image.wufazhuce.com/FpsDLA4va86__vnChzhULYxGrcQ7,5 Oct 2016,以前常在热闹非凡的场合里因为觉得无能、无趣而提前默默离席。现在想想好像这样也还不坏，至少总比在人群散尽、灯光黯淡、杯盘狼藉的时刻，发现现场只剩一个疲惫、孤单、空虚的自己好多了。 by 吴念真,1460
星球1301号&赵喻非 作品,http://image.wufazhuce.com/FsYG9_Lae9XJXvDJH-FPS3RwT7xM,6 Oct 2016,永远也无法明了，我们作了多大努力，才对生活发生了兴趣。by 安德烈·纪德,1461
世上每一个我&禾亭呀 作品,http://image.wufazhuce.com/Fnf2JqdGyEIzeodB-eBGOKCHxSIB,26 Sep 2016,你要做一件事情，会有人泼冷水。你做成了一件事情，会有人唱反调。你做好了一件事情，会有人说你靠运气。碌碌无为者最安全，无所事事者爱嘲笑。前面风景很好看，我们要做的，就是埋头赶路，把嘲笑和质疑丢在风里。走在前面的人，才有资格说，人生真够爽啊。 by 宋小君,1451
dusk&Shelia Liu 作品,http://image.wufazhuce.com/Fnh5DIAk9OOD5paXj1XGGk87RpsQ,2 Oct 2016,回忆这东西若是有气味的话，那就是樟脑的香，甜而稳妥，像记得分明的快乐，甜而怅惘，像忘却了的忧愁。from  张爱玲《更衣记》,1457
想和你虚度时光&朱子奇 作品,http://image.wufazhuce.com/FpPKyj6YkbzxfYo8LiKzXL3hBpBl,3 Oct 2016,我遇见那么多人，可为什么偏偏是你，看起来最应该是过客的你，却在我心里占据这么重要的位子。 from 《一天》,1458
牛背山云海星轨&南卡 作品,http://image.wufazhuce.com/FkULGu88laLU9b7bp6WPylFSpYq1,25 Sep 2016,我想大多数人的生活就是这样结束的，采取某种态度以适应别人为他们安排的工作和生活， 最后逐渐变得僵化。 from 《大河湾》,1450
雪山下的家园&Jingshu Zhu 作品,http://image.wufazhuce.com/Fj0mkKxGQx2E5rTHn19EM9D9bBsZ,4 Oct 2016,记住，分内之事、举手之劳并不值得夸耀，那是赋予你的责任，就像手脏时要洗一样理所当然。唯一弥足珍贵的是对责任的爱，当爱与责任合而为一，你就将是崇高的。你将享受一种无法言表的幸福。 from 《面纱》,1459
无题&李昆 作品,http://image.wufazhuce.com/Fi7pLQUHOTF7NjNsysovOzDpPbnV,8 Oct 2016,若有重要的人，就把握机会好好在一起，慢慢吃，慢慢爱。即使与同一个人多次相见，每一次都不会一样，所以，一定要抱持一生只遇见一次的心情。 by 森下典子,1463
无题&顾均 作品,http://image.wufazhuce.com/FrCL6slZeZPKg5Vu-WoGWfqbbeBZ,9 Oct 2016,不想要随意将就的审美，因为我知道人类的惰性。一时将就，会让人持续很久在这种状态里，继而适应麻木，随意应付。我们一定要对生活有要求，只要不是苛求。一定要执着于什么，只要不是偏激。毕竟生活质量不取决于经济水平，而在于生活中的仪式感和审美性。 by 大斯,1464
橙花&白米饭匙 作品,http://image.wufazhuce.com/FvGDQzsCCMOEGDFXl6N86R55Cygy,10 Oct 2016,越在乎，越畏缩，每一次的欲言又止，都藏着一万句短促的情诗。 by 姬霄,1465
看看你&姚映华 作品,http://image.wufazhuce.com/FkP_3NXggRla6vMcZflJQ2fmzU5K,11 Oct 2016,青春真的是一次性的，一旦你开始不再用荷尔蒙做决定，那些故事就已然离你很远。 by 一枚热汤圆,1466
瑞士雪山教堂&潘思奇Ives4 作品,http://image.wufazhuce.com/Fmfi7LdXZ2zkN1kfMc-TGoq4uoBE,12 Oct 2016,正因为爱情常新，只要烛光燃起，你无法警告飞蛾，说危险说灼伤说前车之鉴，它是一定要扑上去的。 by 舒婷,1467
覆手为雨&牟林童 作品,http://image.wufazhuce.com/Fh5J_TNzTbA2YxISWd_fhBO17gp7,13 Oct 2016,世上只有两种人：一种是还幸存的，一种是已迷失的。 by 鲍勃·迪伦,1468
三羊开泰&王保中 作品,http://image.wufazhuce.com/FtyjYPHhBRnU9RWM6WgOJfNRzqaI,14 Oct 2016,理想主义，无非是多一些耐力和多一点勇敢。安于现状那是别人的生活方式，我不羡慕，也不喜欢。人总得追求点什么，路上要承担失去，要享受伤感。山在那里，我正年轻，我得去看看。 by 宋小君,1469
阳台耍流氓&陈阿花 作品,http://image.wufazhuce.com/Ft61Qjc786WdKB8c-FiqiQkHblc0,21 Oct 2016,许多年过去了，人们说陈年旧事可以被埋葬，然而我终于明白这是错的，因为往事会自行爬上来。 by 卡勒德·胡赛尼,1476
凝望着&远方 作品,http://image.wufazhuce.com/FvgHwSyyPv0DH93RQ_ypmzyldlgf,19 Oct 2016,为了寻找你，我搬进鸟的眼睛，经常盯着路过的风。from《路边野餐》,1474
123&JerryZ 作品,http://image.wufazhuce.com/FqpkVrKGxWdSHQ0dlIW1D4WTAPn8,15 Oct 2016,无聊的自傲，只会成为自己的绊脚石、甩不掉的心理包袱。一定要舍弃这些包袱，让心净空无一物，才能无所窒碍地容纳任何事物。 from 《日日是好日》,1470
相遇&李璇 作品,http://image.wufazhuce.com/FgNiQK_nn5HBEw4dmZJIdGWqp62L,16 Oct 2016,对记忆最好的尊重，莫过于让它以残骸的方式保持完整。毕竟这世界上大部分重温旧梦，其实都是在破坏旧梦。 by 吴浩然,1471
松 170cmx120cm布面油画 2014&张钰 作品,http://image.wufazhuce.com/FuVM25rjLWUJVhX07gO52Chzf0Ra,17 Oct 2016,聪明的人，不该知道的绝不多问，不愿相信的一概不信。 from 《基督山伯爵》,1472
猎鹿人&狐狸狐狸鱼 作品,http://image.wufazhuce.com/Fk2EziXItHld0q-h1-JIoDpu1zbX,18 Oct 2016,不够真诚是危险的，太真诚则绝对是致命的。 by 王尔德,1473
Future Page&Lisk Feng 作品,http://image.wufazhuce.com/Fho04M323kBDRWBYj960_Jejc049,20 Oct 2016,重要的不是你留多少时间给自己享乐，而是，你能把多少时间变得快乐。 from  苏芒《为热爱而活》,1475
布罗莫火山星空&桂林大河  作品,http://image.wufazhuce.com/Fmr5cPZBBptxwBLAYUaNwTb5qNHX,22 Oct 2016,认识你愈久，愈觉得你是我人生行路中一处清喜的水泽。几次想忘于世，总在山穷水尽处又悄然相见，算来即是一种不舍 。 from 《四月裂帛》,1477
远行&陈曦Stanley 作品,http://image.wufazhuce.com/FgjWw_drWl1FgKT7jHS13UrAvFNK,24 Oct 2016,只做自己喜欢的事，和无论做什么事都能从中发现乐趣，这是两种很了不起的能力。我们一直都在追求前一种，可实现前一种的途经，只有后一种。by 李诞,1479
刹那&豆腐君 作品,http://image.wufazhuce.com/FtaXVOoRVMsEu0-FjeMf4RDGe52C,23 Oct 2016,于是记忆，与其说是我们身体里的过去，不如说是我们活在当下的证明。 by 保罗·奥斯特,1478
爱情Ⅱ&Jiangdada 作品,http://image.wufazhuce.com/FjLd4Qb4FgUfKN8AKV8VMtbZdB0L,27 Oct 2016,爱情是许诺之地，是一条两人得以逃脱洪水的方舟。 by 朱利安·巴恩斯,1482
不在&嘉树 作品,http://image.wufazhuce.com/FibcmmSd_Jq1rb6ncsDXol3ZS8Nu,26 Oct 2016,或许，其实每个人都在寻找自己的分身，而正因为找不到，所以每个人都是孤独的。 from 《分身》,1481
无题&顾均 作品,http://image.wufazhuce.com/FvtnvNYhM9UAtIMiUgiZ5BaqUrjB,25 Oct 2016,这世上，即便是极简单的事，也会因众人凑在一块儿而变得复杂。虽然看似复杂，但人生的本质，也许其实什么都不是。 from 《豆腐匠的哲学》,1480
那些未能说出的&Shelia Liu 作品,http://image.wufazhuce.com/Fkq69dps-d1jE-CzuurjlXpOoEpf,3 Nov 2016,人与人之间最合适的距离就是适可宜止，走得越近，感觉会越远，无论你有多爱那个人，也不可以太亲近。 在天长地久之前，我们要学会如何分开。 from 《玛嘉烈与大卫 绿豆》,1489
Farewell&Terry F 作品,http://image.wufazhuce.com/FuJ7LNrgBwwQvJLQSd4e1zEO3tBS,28 Oct 2016,你的意志是自由的，这就是说：当它想要穿越沙漠时，它是自由的，因为它可以选择穿越的道路，所以它是自由的，由于它可以选择走路的方式，所以它是自由的，可是它也是不自由的，因为你必须穿越这片沙漠，不自由，因为无论你走哪条路，由于其迷宫般的特点，必然令你触及这片沙漠的每一寸土地。 by 卡夫卡,1483
一个人的旅行&郁唯为 作品,http://image.wufazhuce.com/FgPpM50hBh2LFbHmoA_WJGjr0aZa,2 Nov 2016,我走过一座又一座城。却不能理解一个又一个人。by 残小雪,1488
少年宫的风筝广场&逆行阿星 作品,http://image.wufazhuce.com/Fv4JRMxgYC7_dhXDEhAAvvcvOwoi,31 Oct 2016,说到人生，不管谁都是业余新手啊。 任何人都是第一次参加，人生这种事没有什么专业老手。 by 伊坂幸太郎,1486
遨游&隽 作品,http://image.wufazhuce.com/Fu3UMqNvdV6-c0LuQ586Xk0Rh9Cw,5 Nov 2016,秘密是底牌。你不先把牌翻开，往往难见对方的真相。秘密是冒险。秘密是负担。然而两人共同拥抱秘密，也可以是一种温暖。 from 《龙头凤尾》,1491
日落&棱小宇 作品,http://image.wufazhuce.com/FsnUrs8A6p-8d_uO0JedfHrLKdjw,29 Oct 2016,长大也许就是眼光逐渐变得明亮清晰的过程吧。简单来说就是知道有些人和事不要招惹，而另外一些则要用力拥抱珍惜。要在一万个围绕在你身边的人里认出那些真的对你好的人，不辜负他们，不让他们失望。  by 吕彦妮,1484
最后的蒸汽机车&悠悠 作品,http://image.wufazhuce.com/FjfZaIe0S821TwmzKmMVWx2sXvwn,30 Oct 2016,生活只不过是不断地给人一些机会，好让人能活下去。 by 加西亚·马尔克斯,1485
光明之中&Supermeng 作品,http://image.wufazhuce.com/Fk7a8kpIb9IhSkarnRBHoiOGIyfZ,4 Nov 2016,好多次，他都听人说智慧会随着岁月的积累而降临，他等待着，深信那样的智慧会给予他最想要的东西：能够驾驭回忆，而不落入它们经常设下的陷阱。from《读爱情故事的老人》,1490
望&何宽 作品,http://image.wufazhuce.com/FjzCAfADqMRC5DUyGt9GWWNowr06,1 Nov 2016,我去旅行，是因为我决定了要去，并不是因为对风景的兴趣。 from 《霍乱时期的爱情》,1487
归来的黑骏马&丁锦峰 作品,http://image.wufazhuce.com/FjG4bG_CBVUXTnftlSB96GvWyQup,9 Nov 2016,很多人的失落，是违背了自己少年时的立志。自认为成熟、自认为练达、自认为精明，从前多幼稚，总算看透了、想穿了。于是，我们就此变成自己年少时最憎恶的那种人。 by 木心,1495
冰川静默&狐狸狐狸鱼 作品,http://image.wufazhuce.com/FvqccNlZ481mvdC1c6GEE7Ns-ZMD,12 Nov 2016,在爱情的事上如果你考虑起自尊心来，那只能有一个原因：实际上你还是最爱自己。 by 毛姆,1498
星辰&陈曦Stanley 作品,http://image.wufazhuce.com/FgikRMAfXlkG6_-vqbmH46G3AKjx,11 Nov 2016,万物皆有裂痕，那是光进来的地方。by 莱昂纳德·科恩,1497
无题&顾均 作品,http://image.wufazhuce.com/FoQyXQ92ldF2LHN24yye-Y6sQkye,10 Nov 2016,人 ，归根结底，是一个物质存在，很容易受损伤，却不容易修复。 from《赎罪》,1496
兰蔻菁纯唇膏&卤猫 作品,http://image.wufazhuce.com/FmLxx-1kH9kltZ2cear4cqeCC6OA,6 Nov 2016,每到一个新地方都想偷偷藏一支口红，等遇到对的地方和对的人，要留下许多有故事的吻。by 猫力,1492
一次别离&西西与弗斯 作品,http://image.wufazhuce.com/FpxbTBI2lfJoyl4rM9OdwaMgyTOF,7 Nov 2016,我们自以为知之甚多的事物的背后，无不潜伏着等量的未知因素。所谓理解，通常不过是误解的总合。by 村上春树,1493
One night in HongKong&邹瑜鹏-J神 作品,http://image.wufazhuce.com/Fo0FAwZqoMSorH4yBo0Qsd4odv72,8 Nov 2016,大部分的生活都乏味得不值一提，根本就没有不乏味的时候。换另一种牌子的香烟也好，搬到一个新地方去住也好，订阅别的报纸也好，坠入爱河又脱身出来也好，我们一直在以或轻浮或深沉的方式，来对抗日常生活那无法消释的乏味成分。 by 杜鲁门·卡波特,1494
无题&顾均 作品,http://image.wufazhuce.com/Fjt-qYF9Ya0uTQA2uGk2HCSgpTQl,13 Nov 2016,我们没地方住，住在黑夜里。由于爱、呼唤、失眠，我们的身体磷光闪闪、软弱无力。 by 萨冈,1499
绕城第一百五十圈&宇华在苏格兰 作品,http://image.wufazhuce.com/FiqNNCTEh9Y3KKOE_qTUfxgGiTYC,14 Nov 2016,你们看那些烟火，总有不同的人在不同的地方观看。或许它们在眼前绽放的瞬间，某个老朋友也正在某处眺望着同样的景色。想到这些不是很快乐吗？而那个老朋友一定也正想着同样的事情。 from 《金色梦乡》,1500
祭海&隽 作品,http://image.wufazhuce.com/Fjcvpuv5zS3zsZ7OJTG2OIRMaKWr,16 Nov 2016,他出现，又消失。一如日升日落，抑或任何转瞬即逝的事物，就像我们的生活。我们出现，然后我们又消失。我们对于一些人是如此重要，但我们只是经过。 from《爱在午夜降临前》,1502
少年宫的碰碰车&逆行阿星 作品,http://image.wufazhuce.com/Fv7yBIRbiarSowdWa-ne2sAuvs8o,18 Nov 2016,体验我要鲜榨的，感情我要陈酿的。对世界花心，对恋人深情。 by 大斯,1504
归途&Jiangdada 作品,http://image.wufazhuce.com/Fv6_9S_4S769NmXzwaN9c1hRiv9_,15 Nov 2016,我忽然明白，原来，勇气就是这样来的。当你爱一个人远超过爱自己的时候，你就变得很勇敢。from《奇风岁月》,1501
又见东江雾&谢国衡 作品,http://image.wufazhuce.com/FhP8saf_GXRHRaSxynBRXyR_vhKS,17 Nov 2016,世间珍贵的事物几种：善良的手艺，慷慨的批评，微醺的唱腔，狂浪的经文。不说的过去。 by 吕彦妮,1503
延续&Supermeng 作品,http://image.wufazhuce.com/Fsu2KDErBR3U7nA_YCG3Zd4tiza5,19 Nov 2016,成长是一笔交易，我们都是用朴素的童真与未经人事的洁白交换长大的勇气。from 《魔女宅急便》,1505
最好的时光&陈曦Stanley 作品,http://image.wufazhuce.com/FoX9scEnfg8VkhHz6x6KK5fb4WhS,21 Nov 2016,你说感情是不能量化的，我说可以。吃东西的极限是一碗面，你夹来小笼说吃掉，我就吃掉。等待的极限是一小时多一分钟就离开，如果来的是你，我却可以等到你来。走路的极限是十公里，你牵我手的话，只希望路没有尽头，能一直走下去。以上全部都是量化，量化了我心里那句不愿对你说出口的话。by 张晓晗,1507
Twilight Time,http://image.wufazhuce.com/Fj5XEags5_Eey36ZlR4U9ruYZ9VO,24 Nov 2016,既然已经做出了选择，最好还是假定自己是对的。焦虑未来和后悔过去，只经历一个就够了。,1510
生活歌者&谭振辉KiteRunner 作品,http://image.wufazhuce.com/FtVa3GaBmdawvDxahjd61gLRmiiU,20 Nov 2016,每一个生命都有责任，我们的过咎，不在于所为之恶，而在于未行之善。 by 易卜生,1506
沙发漂流&郭警 作品,http://image.wufazhuce.com/FvpxG-NzW4Mg_w4flMqylAe-9ItO,22 Nov 2016,一个人可以轻易地学会不在乎，但学会在乎却要付出百倍的努力和勇气。 from 《超脱》,1508
日落归家时,http://image.wufazhuce.com/FmSZ40uNz2RwGffDXttTQ1LPejfI,23 Nov 2016,你如何回忆往事，说明你是怎样一个人。,1509
我曾心慕你，如鹿慕溪水。,http://image.wufazhuce.com/FlVwV-xGWMH9DESci52au3R-zB4d,2 Dec 2016,人生在世，你只要知道两件事。一，这世上绝对存在不需要读书也很聪明，不需要努力也过得很好，甚至不需要钱就能快乐的人。二，那个人绝对不是你。,1518
探索,http://image.wufazhuce.com/Fq7wE_yXKQzOB_wtubPRojYGauIx,25 Nov 2016,一流的情人永远不必殉陨，永远不会失恋，因为“我爱你，与你何涉”。,1511
"Hi, girl!",http://image.wufazhuce.com/Fm6BNtRZsORPctBmhvHyyOhCpR5T,28 Nov 2016,我宁可让自己因事情发生了而后悔，而不是后悔一切只停留在空想中；我宁可让自己因知道明白了而后悔，而不是后悔自己只能盼望；我宁可让自己因有所为而后悔，而不是后悔着自己一再犹豫却步；我宁可让自己因一场真实的人生体验而后悔，也不要让自己病态地揣想着事情的种种可能。,1514
路过德黑兰,http://image.wufazhuce.com/FqH8ORpnKVGCekKIAzydhoTjosI-,26 Nov 2016,很多时候，人们内心所认为的可能并不是事实的真相，但还是宁愿去按照自己的思维逻辑来认识这个世界，认识自己的生活，到最后，可能我们就是带着这份误解，过完了此生。,1512
Grand-Central-Terminal,http://image.wufazhuce.com/Fs27FYJ2pS1S9TTLzjFLifyUn9Rp,27 Nov 2016,等待中有欢乐，有焦虑，有“无可奈何”与“迫不及待”，等待中包含人间百味。,1513
从黑夜走到白天,http://image.wufazhuce.com/FhMOjTpR3mtfs-Vi49OjDWEmmQB-,1 Dec 2016,当我失去你，即便面对鸟语花香我也兴味索然。一切显得落寞、虚空。善于感知的心变得迟钝，甚至无法捕捉自己的灵魂。失去了恋人是悲伤的，更让人难过的是迷失了一颗心。,1517
许久未见 近来可好&十指 作品,http://image.wufazhuce.com/Fi9LinFbvjXTxbmFhX0SGv6EQTLH,29 Nov 2016,我想每个人都至少有这么一个挚友，你和他在人生的拐点遇到，惊叹于彼此的不同或者相似，有过不少平淡无奇却值得纪念的时光，任白云苍狗，风云变幻。,1515
王子群岛轮渡,http://image.wufazhuce.com/FkV1Lqz8galu0hBSyf4-tjoVRwX0,3 Dec 2016,生的终止不过一场死亡，死的意义不过在于重生或永眠。死亡不是失去生命，而是走出时间。,1519
莫斯拉维纳的告别&海螺壳Azeros 作品,http://image.wufazhuce.com/FudGninyRVNxikyD7SFsDR0l1JIH,30 Nov 2016,我深知，这之后我们无法一直守在一起，挡在我们面前的是巨大庞然的人生，阻隔在我们中间的是广阔无际的时间，令我们无能为力。,1516
兰卡的微笑,http://image.wufazhuce.com/FgXDAknVARi-fQ9sacj-cL9XSwpo,6 Dec 2016,人不会老老实实地说自己是怎样一个人，常常是假托别人才能老老实实地谈自己。,1522
草原之晨,http://image.wufazhuce.com/FqlHPz4bp3j_s6CYbhNzhGA5DXW3,4 Dec 2016,因为从心底害怕自己不值得被爱，我们独来独往，然而就是因为独来独往，才让我们以为自己不值得被爱。,1520
错觉,http://image.wufazhuce.com/Ft9f98Qi5zE6l6n3wVHXnYPBAJLU,5 Dec 2016,我喜爱一切不彻底的事物。琥珀里的时间，微暗的火，一生都在半途而废，一生都怀抱热望。,1521
无题,http://image.wufazhuce.com/FvDFQH6GzMLOion7hjhpnPWO3mkT,8 Dec 2016,关于人们是否理解你，从前我以为是他们的能力问题，现在才知道这是一个选择问题。,1524
独自,http://image.wufazhuce.com/FmAhimnKyOYiF0g4IU-nXy20BW9K,7 Dec 2016,或许，最好的缘分，不是在人海中相遇，是不在人潮中走丢。最好的结局，不是在一起，是不忘记。,1523
时光,http://image.wufazhuce.com/Fq5yerdRoWy1qqT1yorYbILEr5P9,11 Dec 2016,每一段经过，如三两行诗，悲伤或欢喜，都给岁月留下痕迹。好在时光清浅，却自有力量，能安抚所有的不快乐，与过去和解，对世界温柔。,1527
Nazime and me,http://image.wufazhuce.com/Fq4qWPuC07tBcl7gg00ca_UiBZdQ,10 Dec 2016,只要我能拥抱世界，那拥抱得笨拙又有什么关系。,1526
死亡诗社,http://image.wufazhuce.com/FgPKXqWEqfUNpOQWORdWgXypo_WM,12 Dec 2016,勇气并不是恐惧的缺席，而是明白生活中有比恐惧更重要的东西。勇敢的人或许无法长生不死，但处处谨小慎微的人却从来没有真正活过。,1528
untitled,http://image.wufazhuce.com/Fm1FVwVBPmMGXWU5Rc5EOiqvBYQ4,16 Dec 2016,我们不肯探索自己本身的价值，我们过分看重他人在自己生命里的参与。于是，孤独不再美好，失去了他人，我们惶惑不安。,1532
自游,http://image.wufazhuce.com/Foqm3LwIGXEDc1NWcjaYLB3MWbII,9 Dec 2016,聪明人把他的生活变得单调，以便使最小的事都富有伟大的意义。,1525
祝福,http://image.wufazhuce.com/FlpT1re2jogI-qVP0_3BbGIXcRF2,13 Dec 2016,人生的苦难，终会被我们在无数个独自承受的夜里包裹起来，变成珍珠，择日择机，献给最爱的人。,1529
使命召唤Online,http://image.wufazhuce.com/FkAFpoyCjOX5qsekMsgUvn3vmETg,14 Dec 2016,在残酷的世界战斗，最让人热血沸腾的，不是克敌制胜，而是在漫长的征途中，寻找到并肩作战的人。,1530
I will be with you,http://image.wufazhuce.com/Fu86F3RmLmspRG5ul_XeamZDTQem,15 Dec 2016,要不是痛彻心扉，谁又记得谁，只是云和月，相互以为是彼此的盈缺。,1531
伫立雪中的马儿,http://image.wufazhuce.com/FqMJzF8BhZ970pZFsLOaSIf4RY85,17 Dec 2016,到处都有痛苦。而，比痛苦更为持久且尖利伤人的是，到处都有抱有期望的等待。,1533
